scientificName,japaneseName,order,family
Lumpenella longirostris,Nezumigimpo,Perciformes,Lumpenidae
Acantholumpenus mackayi,Nuimegaji,Perciformes,Lumpenidae
Etmopterus unicolor,Nisekarasuzame,Squaliformes,Etmopteridae
Etmopterus splendidus,Futoshimifujikujira,Squaliformes,Etmopteridae
Anisarchus macrops,Medamagimpo,Perciformes,Lumpenidae
Trigonognathus kabeyai,Waniguchitsunozame,Squaliformes,Etmopteridae
Leptoclinus maculatus,Yasegimpo,Perciformes,Lumpenidae
Centroscyllium excelsum,Okasumizame,Squaliformes,Etmopteridae
Neolumpenus unocellatus,Montsukigaji,Perciformes,Lumpenidae
Etmopterus princeps,Futokarasuzame,Squaliformes,Etmopteridae
Anisarchus medius,Nisemedamagimpo,Perciformes,Lumpenidae
Etmopterus lucifer,Fujikujira,Squaliformes,Etmopteridae
Xenolumpenus longipterus,Furisodegaji,Perciformes,Lumpenidae
Centroscyllium ritteri,Kasumizame,Squaliformes,Etmopteridae
Etmopterus pusillus,Karasuzame,Squaliformes,Etmopteridae
Etmopterus schmidti,Hiretakafujikujira,Squaliformes,Etmopteridae
Parabembras curtus,Ubagochi,Perciformes,Bembridae
Etmopterus brachyurus,Hosofujikujira,Squaliformes,Etmopteridae
Bembras japonica,Akagochi,Perciformes,Bembridae
Etmopterus sheikoi,Hashibosotsunozame,Squaliformes,Etmopteridae
Etmopterus bigelowi,Ryukyukarasuzame,Squaliformes,Etmopteridae
Centroscyllium kamoharai,Hadakakasumizame,Squaliformes,Etmopteridae
Centrophorus granulosus,Tarozame,Squaliformes,Centrophoridae
Deania calcea,Heratsunozame,Squaliformes,Centrophoridae
Tosanoides flavofasciatus,Kishimahanadai,Perciformes,Anthiadidae
Centrophorus moluccensis,Okinawayajirizame,Squaliformes,Centrophoridae
Centrophorus tessellatus,Genrokuzame,Squaliformes,Centrophoridae
Mirolabrichthys pascalus,Hanagoi,Perciformes,Anthiadidae
Centrophorus atromarginatus,Aizame,Squaliformes,Centrophoridae
Pelontrus sagamiensis,Nishikihanadai,Perciformes,Anthiadidae
Deania hystricosa,Sagamizame,Squaliformes,Centrophoridae
Aepysomanthias randalli,Chochohanadai,Perciformes,Anthiadidae
Centrophorus uyato,,Squaliformes,Centrophoridae
Centrophorus squamosus,Momijizame,Squaliformes,Centrophoridae
Xenanthias winniensis,Deigohanadai,Perciformes,Anthiadidae
Pyronotanthias parvirostris,Korinhanadai,Perciformes,Anthiadidae
Squalus suckleyi,Aburatsunozame,Squaliformes,Squalidae
Pseudanthias hypselosoma,Keramahanadai,Perciformes,Anthiadidae
Squalus acutirostris,Nagasakitsunozame,Squaliformes,Squalidae
Odontanthias katayamai,Barahanadai,Perciformes,Anthiadidae
Plectranthias clavatus,Ichimonjihanadai,Perciformes,Anthiadidae
Squalus japonicus,Togaritsunozame,Squaliformes,Squalidae
Plectranthias yamakawai,Amamihanadai,Perciformes,Anthiadidae
Cirrhigaleus barbifer,Higetsunozame,Squaliformes,Squalidae
Xenanthias inermis,Rengahanadai,Perciformes,Anthiadidae
Luzonichthys whitleyi,Somewakeminamihanadai,Perciformes,Anthiadidae
Squalus mitsukurii,Futotsunozame,Squaliformes,Squalidae
Pyronotanthias smithvanizi,Otenhanagoi,Perciformes,Anthiadidae
Squalus shiraii,Hiretakatsunozame,Squaliformes,Squalidae
Plectranthias sheni,Kiobiizuhanadai,Perciformes,Anthiadidae
Squalus brevirostris,Tsumaritsunozame,Squaliformes,Squalidae
Sayonara xanthomaculatus,Yuzunomihanadai,Perciformes,Anthiadidae
Selenanthias analis,Sumitsukihanadai,Perciformes,Anthiadidae
Scymnodon ichiharai,Ichiharabirodozame,Squaliformes,Somniosidae
Pseudanthias tequila,Boninhanadai,Perciformes,Anthiadidae
Centroscymnus coelolepis,Marubarayumezame,Squaliformes,Somniosidae
Zalanthias azumanus,Azumahanadai,Perciformes,Anthiadidae
Somniosus longus,Kaeruzame,Squaliformes,Somniosidae
Pseudanthias leucozonus,Shiroobihanadai,Perciformes,Anthiadidae
Zameus squamulosus,Birodozame,Squaliformes,Somniosidae
Pseudanthias caudalis,Baranagahanadai,Perciformes,Anthiadidae
Sacura parva,Tasukisakuradai,Perciformes,Anthiadidae
Centroscymnus owstonii,Yumezame,Squaliformes,Somniosidae
Sacura margaritacea,Sakuradai,Perciformes,Anthiadidae
Somniosus pacificus,Ondenzame,Squaliformes,Somniosidae
Odontanthias borbonius,Madarahanadai,Perciformes,Anthiadidae
Pseudanthias cooperi,Kashiwahanadai,Perciformes,Anthiadidae
Squaliolus aliae,Tsuranagakobitozame,Squaliformes,Dalatiidae
Pelontrus kojiorum,Mikazukihanadai,Perciformes,Anthiadidae
Isistius brasiliensis,Darumazame,Squaliformes,Dalatiidae
Odontanthias randalli,Embisakuradai,Perciformes,Anthiadidae
Squaliolus laticaudus,Omekobitozame,Squaliformes,Dalatiidae
Odontanthias rhodopeplus,Borosakuradai,Perciformes,Anthiadidae
Dalatias licha,Yoroizame,Squaliformes,Dalatiidae
Isistius plutodus,Kohiredarumazame,Squaliformes,Dalatiidae
Pseudanthias elongatus,Nagahanadai,Perciformes,Anthiadidae
Oxynotus japonicus,Oroshizame,Squaliformes,Oxynotidae
Pyronotanthias flavoguttatus,Asahihanagoi,Perciformes,Anthiadidae
Nemanthias dispar,Akanehanagoi,Perciformes,Anthiadidae
Caprodon schlegelii,Akaisaki,Perciformes,Anthiadidae
Giganthias immaculatus,Miharahanadai,Perciformes,Anthiadidae
Squatina nebulosa,Korozame,Squatiniformes,Squatinidae
Squatina japonica,Kasuzame,Squatiniformes,Squatinidae
Pseudanthias hutomoi,Awayukihanadai,Perciformes,Anthiadidae
Squatina formosa,Taiwankorozame,Squatiniformes,Squatinidae
Sayonara japonica,Kasumisakuradai,Perciformes,Anthiadidae
Xenanthias nanus,Chibihanadai,Perciformes,Anthiadidae
Pelontrus ryukyuensis,Churashimahanadai,Perciformes,Anthiadidae
Pseudanthias taira,Ryukyuhanadai,Perciformes,Anthiadidae
Rabaulichthys suzukii,Hokakehanadai,Perciformes,Anthiadidae
Plectranthias maekawa,Ayameizuhanadai,Perciformes,Anthiadidae
Pseudanthias pleurotaenia,Sumirenagahanadai,Perciformes,Anthiadidae
Pseudanthias rubrolineatus,Itohikikohakuhanadai,Perciformes,Anthiadidae
Poroanthias pelicieri,Osharehanadai,Perciformes,Anthiadidae
Plectranthias wheeleri,Fujinahanadai,Perciformes,Anthiadidae
Xenanthias altipinnatus,Chigohanadai,Perciformes,Anthiadidae
Odontanthias unimaculatus,Ittensakuradai,Perciformes,Anthiadidae
Tosana niwae,Himehanadai,Perciformes,Anthiadidae
Pseudanthias venator,Kumasohanadai,Perciformes,Anthiadidae
Pelontrus takasei,Hinomaruhanadai,Perciformes,Anthiadidae
Tosanoides filamentosus,Itohikihanadai,Perciformes,Anthiadidae
Serranocirrhitus latus,Hanagombe,Perciformes,Anthiadidae
Sayonara elongata,Mizuhohanadai,Perciformes,Anthiadidae
Luzonichthys waitei,Minamihanadai,Perciformes,Anthiadidae
Meganthias kingyo,Itomanokingyo,Perciformes,Anthiadidae
Plectranthias kamii,Izuhanadai,Perciformes,Anthiadidae
Nemanthias bicolor,Futairohanagoi,Perciformes,Anthiadidae
Xenanthias fourmanoiri,Tobiishihanadai,Perciformes,Anthiadidae
Pseudanthias randalli,Fuchidorihanadai,Perciformes,Anthiadidae
Pseudanthias fasciatus,Sujihanadai,Perciformes,Anthiadidae
Pyronotanthias lori,Akaboshihanagoi,Perciformes,Anthiadidae
Pseudanthias squamipinnis,Kingyohanadai,Perciformes,Anthiadidae
Odontanthias flagris,Hatatatehanadai,Perciformes,Anthiadidae
Pseudanthias rubrizonatus,Akaobihanadai,Perciformes,Anthiadidae
Xenanthias longimanus,Muramomijihanadai,Perciformes,Anthiadidae
Epinephelus howlandi,Hiregurohata,Perciformes,Epinephelidae
Epinephelus miliaris,Hosekihatamodoki,Perciformes,Epinephelidae
Epinephelus bruneus,Kue,Perciformes,Epinephelidae
Epinephelus craigi,Sumitsukiaohata,Perciformes,Epinephelidae
Chromileptes altivelis,Sarasahata,Perciformes,Epinephelidae
Cephalopholis sexmaculata,Kokuhanhata,Perciformes,Epinephelidae
Cephalopholis sonnerati,Azahata,Perciformes,Epinephelidae
Hyporthodus octofasciatus,Mahatamodoki,Perciformes,Epinephelidae
Epinephelus insularis,Mahorobahata,Perciformes,Epinephelidae
Saloptia powelli,Yamabukihata,Perciformes,Epinephelidae
Epinephelus retouti,Akahatamodoki,Perciformes,Epinephelidae
Triso dermopterus,Tobihata,Perciformes,Epinephelidae
Cephalopholis polleni,Minamihata,Perciformes,Epinephelidae
Epinephelus malabaricus,Yaitohata,Perciformes,Epinephelidae
Cephalopholis aurantia,Hanahata,Perciformes,Epinephelidae
Epinephelus coioides,Chairomaruhata,Perciformes,Epinephelidae
Epinephelus heniochus,Hohosujihata,Perciformes,Epinephelidae
Epinephelus latifasciatus,Osujihata,Perciformes,Epinephelidae
Epinephelus merra,Kammonhata,Perciformes,Epinephelidae
Plectropomus leopardus,Sujiara,Perciformes,Epinephelidae
Epinephelus rivulatus,Shimofurihata,Perciformes,Epinephelidae
Epinephelus irroratus,Hirenagahata,Perciformes,Epinephelidae
Cephalopholis formosa,Aosujihata,Perciformes,Epinephelidae
Variola albimarginata,Ojirobarahata,Perciformes,Epinephelidae
Epinephelus bontoides,Shiranuihata,Perciformes,Epinephelidae
Cephalopholis urodeta,Nijihata,Perciformes,Epinephelidae
Epinephelus japonicus,Hosekihata,Perciformes,Epinephelidae
Epinephelus socialis,Araisohata,Perciformes,Epinephelidae
Epinephelus areolatus,Omonhata,Perciformes,Epinephelidae
Aethaloperca rogaa,Kurohata,Perciformes,Epinephelidae
Epinephelus coeruleopunctatus,Hakutenhata,Perciformes,Epinephelidae
Variola louti,Barahata,Perciformes,Epinephelidae
Epinephelus trimaculatus,Nominokuchi,Perciformes,Epinephelidae
Epinephelus poecilonotus,Iyagohata,Perciformes,Epinephelidae
Epinephelus fasciatus,Akahata,Perciformes,Epinephelidae
Epinephelus hexagonatus,Ishigakihata,Perciformes,Epinephelidae
Epinephelus akaara,Kijihata,Perciformes,Epinephelidae
Cephalopholis argus,Aonomehata,Perciformes,Epinephelidae
Cephalopholis boenak,Yamihata,Perciformes,Epinephelidae
Epinephelus fuscoguttatus,Akamadarahata,Perciformes,Epinephelidae
Epinephelus kupangensis,Kokutenaohata,Perciformes,Epinephelidae
Epinephelus epistictus,Komonhata,Perciformes,Epinephelidae
Epinephelus radiatus,Kakehashihata,Perciformes,Epinephelidae
Epinephelus macrospilos,Kibirehata,Perciformes,Epinephelidae
Polyipnus fraseri,Tsunohonen-eso,Stomiiformes,Sternoptychidae
Epinephelus quoyanus,Moyohata,Perciformes,Epinephelidae
Polyipnus matsubarai,Hoshihonen-eso,Stomiiformes,Sternoptychidae
Epinephelus awoara,Aohata,Perciformes,Epinephelidae
Argyropelecus sladeni,Teonoeso,Stomiiformes,Sternoptychidae
Epinephelus fasciatomaculosus,Obihata,Perciformes,Epinephelidae
Argyripnus ephippiatus,Omeukieso,Stomiiformes,Sternoptychidae
Plectropomus laevis,Kokuhan-ara,Perciformes,Epinephelidae
Argyropelecus affinis,Nagamuneeso,Stomiiformes,Sternoptychidae
Epinephelus magniscuttis,Uguisugomadarahata,Perciformes,Epinephelidae
Argyropelecus hemigymnus,Tengammuneeso,Stomiiformes,Sternoptychidae
Epinephelus amblycephalus,Yahazuaohata,Perciformes,Epinephelidae
Polyipnus spinifer,Nokobahonen-eso,Stomiiformes,Sternoptychidae
Cephalopholis cyanostigma,Samidarehata,Perciformes,Epinephelidae
Sternoptyx pseudobscura,Muneesomodoki,Stomiiformes,Sternoptychidae
Epinephelus corallicola,Hoshihiregurohata,Perciformes,Epinephelidae
Hyporthodus septemfasciatus,Mahata,Perciformes,Epinephelidae
Epinephelus morrhua,Hokihata,Perciformes,Epinephelidae
Polyipnus ovatus,Churapushihonen-eso,Stomiiformes,Sternoptychidae
Epinephelus maculatus,Shirobuchihata,Perciformes,Epinephelidae
Valenciennellus tripunctulatus,Hoshieso,Stomiiformes,Sternoptychidae
Epinephelus tauvina,Hitomihata,Perciformes,Epinephelidae
Polyipnus surugaensis,Surugahonen-eso,Stomiiformes,Sternoptychidae
Epinephelus cyanopodus,Tsuchihozeri,Perciformes,Epinephelidae
Argyripnus scharpfi,,Stomiiformes,Sternoptychidae
Anyperodon leucogrammicus,Azukihata,Perciformes,Epinephelidae
Polyipnus parini,Maruhonen-eso,Stomiiformes,Sternoptychidae
Polyipnus stereope,Katahonen-eso,Stomiiformes,Sternoptychidae
Cephalopholis miniata,Yukatahata,Perciformes,Epinephelidae
Epinephelus lanceolatus,Tamakai,Perciformes,Epinephelidae
Argyripnus boreopacificus,,Stomiiformes,Sternoptychidae
Epinephelus bleekeri,Kitenhata,Perciformes,Epinephelidae
Cephalopholis spiloparaea,Akahana,Perciformes,Epinephelidae
Sternoptyx diaphana,Mune-eso,Stomiiformes,Sternoptychidae
Cephalopholis igarashiensis,Shimahata,Perciformes,Epinephelidae
Sternoptyx obscura,Obimune-eso,Stomiiformes,Sternoptychidae
Epinephelus tukula,Kasurihata,Perciformes,Epinephelidae
Maurolicus australis,Kyurieso,Stomiiformes,Sternoptychidae
Epinephelus ongus,Namihata,Perciformes,Epinephelidae
Monopterus albus,Taunagi,Synbranchiformes,Synbranchidae
Gracila albomarginata,Tatesujihata,Perciformes,Epinephelidae
Argyropelecus aculeatus,Togarimuneeso,Stomiiformes,Sternoptychidae
Epinephelus melanostigma,Sumitsukihata,Perciformes,Epinephelidae
Epinephelus polyphekadion,Madarahata,Perciformes,Epinephelidae
Plectropomus areolatus,Oaonomeara,Perciformes,Epinephelidae
Cephalopholis leopardus,Minamiisohata,Perciformes,Epinephelidae
Ichthyococcus elongatus,Shinjueso,Stomiiformes,Ichthyococcidae
Diplophos taenia,Nettaiyumehadaka,Stomiiformes,Diplophidae
Diplophos orientalis,Yumehadaka,Stomiiformes,Diplophidae
Solenostomus leptosoma,Hosofuraiuo,Syngnathiformes,Solenostomidae
Solenostomus cyanopterus,Kamisoriuo,Syngnathiformes,Solenostomidae
Rhodymenichthys dolichogaster,Hakodategimpo,Perciformes,Pholidae
Solenostomus paradoxus,Nishikifuraiuo,Syngnathiformes,Solenostomidae
Pholis crassispina,Takegimpo,Perciformes,Pholidae
Polymetme surugaensis,Tamabukiiwashi,Stomiiformes,Yarrellidae
Pholis nebulosa,Gimpo,Perciformes,Pholidae
Polymetme corythaeola,Ginhadaka,Stomiiformes,Yarrellidae
Pholis picta,Nishikigimpo,Perciformes,Pholidae
Polymetme elongata,Ryuguhadaka,Stomiiformes,Yarrellidae
Pholis ornata,Ayagimpo,Perciformes,Pholidae
Pholis fasciata,Himogimpo,Perciformes,Pholidae
Woodsia nonsuchae,Tsumariukieso,Stomiiformes,Phosichthyidae
Synchiropus ijimai ijimai,Yamadori,Syngnathiformes,Callionymidae
Callionymus japonicus japonicus,Yomegochi,Syngnathiformes,Callionymidae
Leptostichaeus pumilus,Obigimpo,Perciformes,Eulophiidae
Callionymus enneactis enneactis,Hanabinumeri,Syngnathiformes,Callionymidae
Eulophias spinosior,Togeitogimpo,Perciformes,Eulophiidae
Callionymus beniteguri beniteguri,Tobinumeri,Syngnathiformes,Callionymidae
Astronesthes cyanea,Nisekurotokagegisu,Stomiiformes,Stomiidae
Eulophias tanneri,Itogimpo,Perciformes,Eulophiidae
Synchiropus splendidus splendidus,Nishikiteguri,Syngnathiformes,Callionymidae
Astronesthes splendida,Fusakurotokagegisu,Stomiiformes,Stomiidae
Draculo mirabilis mirabilis,Bakenumeri,Syngnathiformes,Callionymidae
Flagellostomias boureei,Muchihoshieso,Stomiiformes,Stomiidae
Alectrias markevichi,Hinamushagimpo,Perciformes,Stichaeidae
Synchiropus kamoharai kamoharai,Amimenodokusari,Syngnathiformes,Callionymidae
Eustomias bulbornatus,Kazarihoshieso,Stomiiformes,Stomiidae
Stichaeus punctatus,Nisetauegaji,Perciformes,Stichaeidae
Callionymus sokonumeri sokonumeri,Sokonumeri,Syngnathiformes,Callionymidae
Borostomias pacificus,Futatsuboshieso,Stomiiformes,Stomiidae
Chirolophis snyderi,Hanabusagimpo,Perciformes,Stichaeidae
Synchiropus masudai masudai,Rusombeniteguri,Syngnathiformes,Callionymidae
Melanostomias valdiviae,Barudeibiahoshieso,Stomiiformes,Stomiidae
Callionymus ornatipinnis ornatipinnis,Setonumeri,Syngnathiformes,Callionymidae
Soldatovia polyactocephala,Kitafusagimpo,Perciformes,Stichaeidae
Callionymus parvus parvus,Kogatahanabinumeri,Syngnathiformes,Callionymidae
Stichaeopsis nana,Gomagimpo,Perciformes,Stichaeidae
Anaora tentaculata,Tanzakuteguri,Syngnathiformes,Callionymidae
Astronesthes bilobatus,Futabatokagegisu,Stomiiformes,Stomiidae
Gymnoclinus cristulatus,Kemushigimpo,Perciformes,Stichaeidae
Eleutherochir opercularis,Okuchinumeri,Syngnathiformes,Callionymidae
Chauliodus macouni,Higashihoraieso,Stomiiformes,Stomiidae
Stichaeus fuscus,Tsuchigaji,Perciformes,Stichaeidae
Callionymus lunatus lunatus,Numerigochi,Syngnathiformes,Callionymidae
Eustomias schmidti,Hyotanhoshieso,Stomiiformes,Stomiidae
Bryozoichthys lysimus,Fusakakegimpo,Perciformes,Stichaeidae
Diplogrammus xenicus,Kobunumeri,Syngnathiformes,Callionymidae
Malacosteus niger,Okuchihoshieso,Stomiiformes,Stomiidae
Chirolophis saitone,Akigimpo,Perciformes,Stichaeidae
Callionymus curvispinis curvispinis,Chibinumeri,Syngnathiformes,Callionymidae
Neonesthes capensis,Namidatokagegisu,Stomiiformes,Stomiidae
Alectrias cirratus,Higekitanotosaka,Perciformes,Stichaeidae
Synchiropus kiyoae kiyoae,Himeteguri,Syngnathiformes,Callionymidae
Alectrias alectrolophus,Kitamushagimpo,Perciformes,Stichaeidae
Synchiropus moyeri moyeri,Miyaketeguri,Syngnathiformes,Callionymidae
Stomias nebulosus,Yoroihoshieso,Stomiiformes,Stomiidae
Alectrias benjamini,Mushagimpo,Perciformes,Stichaeidae
Eleutherochir mccaddeni,Kushihigenumeri,Syngnathiformes,Callionymidae
Astronesthes gemmifer,Sumitsukitokagehadaka,Stomiiformes,Stomiidae
Stichaeus ochriamkini,Kitatauegaji,Perciformes,Stichaeidae
Callionymus valenciennei valenciennei,Hatatatenumeri,Syngnathiformes,Callionymidae
Melanostomias paucilaternatus,Kantenhoshieso,Stomiiformes,Stomiidae
Ernogrammus zhirmunskii,Yarigaji,Perciformes,Stichaeidae
Diplogrammus goramensis,Minamikobunumeri,Syngnathiformes,Callionymidae
Eustomias cancriensis,Kanzashihoshieso,Stomiiformes,Stomiidae
Ernogrammus hexagrammus,Musujigaji,Perciformes,Stichaeidae
Callionymus ochiaii,Tongarinumeri,Syngnathiformes,Callionymidae
Astronesthes ijimai,Tokagehadaka,Stomiiformes,Stomiidae
Dinogunellus grigorjewi,Nagazuka,Perciformes,Stichaeidae
Synchiropus ocellatus ocellatus,Kowanteguri,Syngnathiformes,Callionymidae
Eustomias crossotus,Mizuhikihoshieso,Stomiiformes,Stomiidae
Alectrias mutsuensis,Mutsumushagimpo,Perciformes,Stichaeidae
Synchiropus altivelis altivelis,Beniteguri,Syngnathiformes,Callionymidae
Astronesthes trifibulata,Yaritokagehadaka,Stomiiformes,Stomiidae
Stichaeopsis epallax,Amegaji,Perciformes,Stichaeidae
Callionymus formosanus formosanus,Kujakusokonumeri,Syngnathiformes,Callionymidae
Astronesthes chrysophekadion,Hosotokagegisu,Stomiiformes,Stomiidae
Chirolophis japonicus,Fusagimpo,Perciformes,Stichaeidae
Callionymus huguenini huguenini,Yarinumeri,Syngnathiformes,Callionymidae
Dactylopus dactylopus,Ipponteguri,Syngnathiformes,Callionymidae
Aristomias polydactylus,Kumadorihoshieso,Stomiiformes,Stomiidae
Pseudalectrias tarasovi,Nisekitanotosaka,Perciformes,Stichaeidae
Synchiropus morrisoni morrisoni,Sesokoteguri,Syngnathiformes,Callionymidae
Pachystomias microdon,Kurenaihoshieso,Stomiiformes,Stomiidae
Callionymus draconis draconis,Tatsunumeri,Syngnathiformes,Callionymidae
Stichaeus nozawae,Tauegaji,Perciformes,Stichaeidae
Astronesthes formosana,Taiwantokagegisu,Stomiiformes,Stomiidae
Callionymus izuensis izuensis,Izunumeri,Syngnathiformes,Callionymidae
Melanostomias pauciradius,Kantentokagegisu,Stomiiformes,Stomiidae
Callionymus curvicornis curvicornis,Nezumigochi,Syngnathiformes,Callionymidae
Idiacanthus antrostomus,Mitsumatayariuo,Stomiiformes,Stomiidae
Callionymus virgis virgis,Horonumeri,Syngnathiformes,Callionymidae
Callionymus pleurostictus pleurostictus,Gomaitohikinumeri,Syngnathiformes,Callionymidae
Eumicrotremus uenoi,Sakuradangoo,Perciformes,Cyclopteridae
Photonectes albipennis,Hoteieso,Stomiiformes,Stomiidae
Callionymus planus planus,Heranumeri,Syngnathiformes,Callionymidae
Callionymus variegatus variegatus,Itohikinumeri,Syngnathiformes,Callionymidae
Eumicrotremus bergi,Kobufusenuo,Perciformes,Cyclopteridae
Synchiropus corallinus corallinus,Sangohanabinumeri,Syngnathiformes,Callionymidae
Photonectes cyanogrammicus,Sazanamihoteieso,Stomiiformes,Stomiidae
Callionymus ikedai ikedai,Naritaitohikinumeri,Syngnathiformes,Callionymidae
Chauliodus sloani,Horaieso,Stomiiformes,Stomiidae
Eumicrotremus asperrimus,Kompeito,Perciformes,Cyclopteridae
Eustomias gibbsi,Kammurihoshieso,Stomiiformes,Stomiidae
Eumicrotremus pacificus,Fusenuo,Perciformes,Cyclopteridae
Bathophilus digitatus,Chihirohoshieso,Stomiiformes,Stomiidae
Aulostomus chinensis,Herayagara,Syngnathiformes,Aulostomidae
Eumicrotremus orbis,Ibodango,Perciformes,Cyclopteridae
Photonectes margarita,Hiregurohoteieso,Stomiiformes,Stomiidae
Eumicrotremus awae,Dangouo,Perciformes,Cyclopteridae
Astronesthes luetkeni,Shirahigetokagehadaka,Stomiiformes,Stomiidae
Centrodraco otohime,Otohimenumeri,Syngnathiformes,Draconettidae
Aptocyclus ventricosus,Hoteiuo,Perciformes,Cyclopteridae
Draconetta xenica,Inakanumeri,Syngnathiformes,Draconettidae
Eumicrotremus lindbergi,Namefusenuo,Perciformes,Cyclopteridae
Eustomias fissibarbis,Mayudamahoshieso,Stomiiformes,Stomiidae
Eumicrotremus barbatus,Higedango,Perciformes,Cyclopteridae
Centrodraco pseudoxenicus,Hanagasanumeri,Syngnathiformes,Draconettidae
Melanostomias pollicifer,Namidahoshieso,Stomiiformes,Stomiidae
Centrodraco acanthopoma,Seiyohanagasanumeri,Syngnathiformes,Draconettidae
Eumicrotremus taranetzi,Namedango,Perciformes,Cyclopteridae
Leptostomias robustus,Fudehoshieso,Stomiiformes,Stomiidae
Eumicrotremus schmidti,Hiradango,Perciformes,Cyclopteridae
Leptostomias multifilis,Yarihoshieso,Stomiiformes,Stomiidae
Hippocampus japapigu,Hachijotatsu,Syngnathiformes,Syngnathidae
Bathophilus longipinnis,Amanogawagingaeso,Stomiiformes,Stomiidae
Aulichthys japonicus,Kudayagara,Perciformes,Hypoptychidae
Bhanotia fasciolata,Kabutoyoji,Syngnathiformes,Syngnathidae
Bathophilus nigerrimus,Gingaeso,Stomiiformes,Stomiidae
Borostomias elucens,Sukibatokagegisu,Stomiiformes,Stomiidae
Hypoptychus dybowskii,Shiwaikanago,Perciformes,Hypoptychidae
Microphis retzii,Taniyoji,Syngnathiformes,Syngnathidae
Melanostomias nigroaxialis,Tomoshibikantentokagegisu,Stomiiformes,Stomiidae
Corythoichthys amplexus,Obiishiyoji,Syngnathiformes,Syngnathidae
Melanostomias melanops,Shirohigehoshieso,Stomiiformes,Stomiidae
Careproctus segaliensis,Karafutobikunin,Perciformes,Liparidae
Solegnathus hardwickii,Sumitsukiyoji,Syngnathiformes,Syngnathidae
Bathophilus kingi,Kinguhoshieso,Stomiiformes,Stomiidae
Phoxocampus tetrophthalmus,Hakutemboyoji,Syngnathiformes,Syngnathidae
Careproctus furcellus,Ogurokon-nyakuuo,Perciformes,Liparidae
Echiostoma barbatum,Murasakihoshieso,Stomiiformes,Stomiidae
Careproctus rhodomelas,Barabikunin,Perciformes,Liparidae
Trachyrhamphus serratus,Hifukiyoji,Syngnathiformes,Syngnathidae
Grammatostomias circularis,Tsukinowahoteieso,Stomiiformes,Stomiidae
Elassodiscus tremebundus,Furaikusauo,Perciformes,Liparidae
Corythoichthys flavofasciatus,Kishimaishiyoji,Syngnathiformes,Syngnathidae
Thysanactis dentex,Mayakashihoshieso,Stomiiformes,Stomiidae
Careproctus acanthodes,Togebikunin,Perciformes,Liparidae
Astronesthes indopacifica,Kurotokagegisu,Stomiiformes,Stomiidae
Cosmocampus banneri,Hinayoji,Syngnathiformes,Syngnathidae
Idiacanthus fasciola,Nan-yomitsumatayariuo,Stomiiformes,Stomiidae
Careproctus rhomboides,Hishikon-nyakuuo,Perciformes,Liparidae
Eustomias satterleei,Itohikihoshieso,Stomiiformes,Stomiidae
Careproctus longidigitus,Yureikon-nyakuuo,Perciformes,Liparidae
Halicampus dunckeri,Himehosomiyakko,Syngnathiformes,Syngnathidae
Rhadinesthes decimus,Yasetokagegisu,Stomiiformes,Stomiidae
Careproctus bathycoetus,Sokobikunin,Perciformes,Liparidae
Hippocampus mohnikei,Sangotatsu,Syngnathiformes,Syngnathidae
Crystallias matsushimae,Abachan,Perciformes,Liparidae
Corythoichthys schultzi,Kuchinagaishiyoji,Syngnathiformes,Syngnathidae
Astronesthes fedorovi,Gintokagegisu,Stomiiformes,Stomiidae
Allocareproctus jordani,Misakibikunin,Perciformes,Liparidae
Halicampus punctatus,Hoshiyoji,Syngnathiformes,Syngnathidae
Photonectes paxtoni,Rantanhoteieso,Stomiiformes,Stomiidae
Phoxocampus belcheri,Boyoji,Syngnathiformes,Syngnathidae
Liparis latifrons,Bozukusauo,Perciformes,Liparidae
Astronesthes nigroides,Tomoshibitokagehadaka,Stomiiformes,Stomiidae
Careproctus tomiyamai,Fujikon-nyakuuo,Perciformes,Liparidae
Eustomias enbarbatus,Fusakazarihoshieso,Stomiiformes,Stomiidae
Osteodiscus andriashevi,Chojaharibankusauo,Perciformes,Liparidae
Halicampus macrorhynchus,Tatsumiyakko,Syngnathiformes,Syngnathidae
Heterophotus ophistoma,Otokagehadaka,Stomiiformes,Stomiidae
Coelonotus argulus,Hoshiissen-yoji,Syngnathiformes,Syngnathidae
Careproctus homopterus,Kurokon-nyakuuo,Perciformes,Liparidae
Stomias affinis,Wanitokagegisu,Stomiiformes,Stomiidae
Maroubra yasudai,Daidaiyoji,Syngnathiformes,Syngnathidae
Paraliparis hokuto,Suruganoonibi,Perciformes,Liparidae
Eustomias ioani,Rosokuhoshieso,Stomiiformes,Stomiidae
Hippocampus bargibanti,Kodamatatsu,Syngnathiformes,Syngnathidae
Eustomias orientalis,Dainichihoshieso,Stomiiformes,Stomiidae
Careproctus trachysoma,Zarabikunin,Perciformes,Liparidae
Hippichthys heptagonus,Amimekawayoji,Syngnathiformes,Syngnathidae
Stomias pacificus,Hosowanitokagegisu,Stomiiformes,Stomiidae
Liparis tanakae,Kusauo,Perciformes,Liparidae
Corythoichthys intestinalis,Ryukyuishiyoji,Syngnathiformes,Syngnathidae
Photostomias tantillux,Hotarubihokiboshieso,Stomiiformes,Stomiidae
Festucalex gibbsi,Gibusuamakusayoji,Syngnathiformes,Syngnathidae
Liparis bikunin,Amakusauo,Perciformes,Liparidae
Eustomias interruptus,Chobihigehoshieso,Stomiiformes,Stomiidae
